10.11.128.66,CENTOS
10.11.128.86,CENTOS
10.12.128.141,SUSE
10.12.2.203,SUSE
10.13.5.7,AIX
10.11.125.6,AIX
10.55.66.77,REDHAT
10.55.66.78,REDHAT
